site_id,EC_value_fin,area_sqkm,CaO_mean,MgO_mean,S_mean,HC_mean,precip_mean,water_capability,Bulk_mean,OC_mean,soil_ero_mean,soil_permeability,soil_depth,EVI_mean,temperature
308,292.625,3.9086541875,2.2980232211,2.7592731867,0.1037456352,-1.6747708186,1112.75,101.138826258,1.2251848221,8.1140002251,0.028602805,-7.1428571429,6.5,0.3112505138,5.894444529
309,146,104.718689,3.7239378512,2.1546151942,0.2999274598,-2.3469689002,1106.81915153,100.067742548,0.6232634288,1.0202830366,0.0293753047,-2.9310344828,6.5425709516,0.3031657103,5.827955034
310,76.6666666667,18.473213541,2.8519259691,1.364776932,0.2376265566,-3.1734778177,1124.56598663,101.160715214,1.5022222069,1.6766666836,0.0293706692,-6.4599303136,6.513671875,0.3083763487,5.819618034
311,226.8333333333,5.939878,1.6062321545,2.5381669348,0.1027354011,-1.7945168408,959.810180664,69.6870316097,1.4199999571,1.9250000715,0.0311942007,-7.5053763441,5.5647058824,0.2996876657,7.419907379
312,92.3205128205,20.5200689414,4.3908721017,2.4991228898,0.204577962,-1.3795539841,1028.47837999,102.705797627,1.4784510894,3.2231818979,0.0270622823,-7.7610062893,6.5316901409,0.304843282,5.630555576
313,89.303030303,20.5200689414,4.3908721017,2.4991228898,0.204577962,-1.3795539841,1028.47837999,102.705797627,1.4784510894,3.2231818979,0.0270622823,-7.7610062893,6.5316901409,0.304843282,5.630555576
314,74.2530120482,29.9048821602,3.668582033,2.4438273949,0.1749334686,-1.3366404622,1039.84258355,102.460828841,1.4802042698,2.8596552405,0.0268611924,-7.7804347826,6.5216346154,0.3049737582,5.687860107
315,74.4166666667,29.9048820781,3.668582033,2.4438273949,0.1749334686,-1.3366404622,1039.84258355,102.460828841,1.4802042698,2.8596552405,0.0268611924,-7.7804347826,6.5216346154,0.3049737582,5.687860107
316,133.0857142857,14.7133149082,2.7190927742,2.8009978488,0.1399419514,-1.7409647501,1109.17777507,101.030187779,1.0971428497,1.2042857409,0.0276498458,-7.7280701754,6.5194174757,0.3013737559,5.361296285
317,95.5294117647,15.0105588535,2.6858178953,2.7971662661,0.1401447707,-1.739276632,1109.17777507,100.969444807,1.0971428497,1.2042857409,0.027775091,-7.7361702128,6.5211267606,0.3013737559,5.361296285
318,130.6666666667,4.4238137754,3.1634514959,2.8244443977,0.1779187656,-1.785199636,1100.9777832,100.732078899,0.6920000076,0.8720000267,0.0270507029,-7.7391304348,6.546875,0.276482602,5.018888855
319,77.0957446809,49.0186155801,2.8580148379,2.3726152874,0.1324823866,-1.2187702533,1066.84466802,94.8262442508,1.3542856951,1.5030612459,0.0290778287,-7.7859007833,6.4409566517,0.3204915946,6.075907049
320,75.6071428571,49.0186155664,2.8580148379,2.3726152874,0.1324823866,-1.2187702533,1066.84466802,94.8262442508,1.3542856951,1.5030612459,0.0290778287,-7.7859007833,6.4409566517,0.3204915946,6.075907049
321,238.8461538462,7.396357,2.3076486971,2.0830945615,0.087400574,-0.7422230414,1054.65124512,100.19700278,1.4322221941,1.5455555783,0.0280320441,-7.8771929825,6.527173913,0.3278887655,6.343209966
322,164.5806451613,20.2853504219,0.7258945411,1.4876786835,0.1042928571,-3.3149763323,1036.540271,100.310423631,1.3909999728,1.4485000372,0.0303395952,-6.821656051,6.4907407407,0.2854315756,6.367777767
323,130.7777777778,1.640574,2.5618181441,2.6768181288,0.1456937473,-1.7124135338,1044.51391602,101.35900116,1.4199999571,1.9250000715,0.0285724463,-6.0689655172,6.5,0.2924713001,6.466666793
324,127.6666666667,2.847209,3.6055038255,2.5896511429,0.217941946,-1.8829900113,1044.51391602,101.264286586,1.4233332872,2.0833334128,0.0290043639,-6.8085106383,6.5,0.2910254896,6.466666793
325,81,0.6938,3.2154929252,1.3985915117,0.8095825268,-2.5684902634,1130.56835042,101.700547652,1.4099999666,1.4500000477,0.0257040597,-6.4,6.5,0.2761904112,5.886127995
326,304.6424581006,0.2036207305,5.0949999645,2.430000037,0.5643299818,-1.5929350466,781.221862048,69.143699646,0.9147164222,0.7260759359,0.028056958,-4,6.5,0.323859757,6.975478234
327,71.7647058824,1.3731421719,3.2004379256,1.9972993214,0.2963320989,-3.6579339809,1020.30767434,101.138000488,1.4115366646,1.2235123198,0.0251073395,-6,6.5,0.3007618636,6.353773528
328,248.3333333333,2.270504,1.3848214546,1.0593750123,0.0188363632,1.181214885,647,237.912002563,1.4449999929,0.9700000286,0.0334639857,-4.2714285714,20,0.3626732528,9.434722518
329,767.347826087,1.390104,3.0899999142,1.4299999476,0.0490000002,-2.1784865856,612,232.590402222,1.5066261096,0.7186747765,0.0286867965,-3.5,20,0.3395984159,9.683333206
330,497.3461538462,3.358166,2.0178766898,1.1692465591,0.0346173912,-0.2307663548,652.638885498,118.283021015,1.5699999929,1.4800000191,0.0264856905,-4.9166666667,20,0.3466272751,9.325
331,87.8,5.512202,3.5845607085,1.1720747529,1.1113320347,-2.9561805952,959.340270996,85.7768937174,0.9163696766,14.3620004416,0.0336637707,-6.2988505747,6.2142857143,0.3016067247,7.450694465
332,62.6,9.825283,3.3566233281,2.6649999674,0.1878899256,-1.7956361239,1035.71911621,102.440823342,1.6100000382,0.9960000038,0.0318863533,-7.3464052288,6.5316901409,0.2974733439,6.803395165
333,502.2,1.292421,2.6936508001,2.3460317207,0.1257189481,-1.0376118701,798.717929381,74.9823996804,1.4065401661,1.4057804817,0.038582212,-8,7.2894736842,0.3095238686,8.68902172
334,194.4375,0.758296,1.6050000191,1.1366666754,0.0229999997,0.9222361545,629.968268547,120.880906539,1.3999999762,1.1699999571,0.0241913187,-3.5,7.8181818182,0.3368813418,9.395592909
335,83.5454545455,70.431953,3.3125391197,1.7516786463,0.3799163791,-2.5168167156,996.449496183,100.595687164,0.2386956491,0.2628985592,0.029511032,-1.1875,6.6835443038,0.2882205869,6.253535392
336,69.44875,6.744511,3.6565818374,2.3449443619,0.2453325972,-1.7729871881,1067.93979899,111.160990397,1.2582245588,2.0280000448,0.0315930877,-7.4128440367,6.9885057471,0.2723465711,6.301388867
337,285.8571428571,11.03818,1.9379999956,1.2024444395,0.032111801,0.2269225703,649.154041637,178.918740528,1.5814285704,1.4592857361,0.0258815727,-2.4186046512,20,0.3648947938,9.403030464
338,698.14,2.08453,3.0504877218,1.4221950711,0.0675000003,-2.095983985,579.416656494,151.623597717,1.3899999857,0.6499999762,0.0216279025,-2.5,12.28125,0.3958640397,9.7875
339,271.5,13.0941552227,1.8986042928,1.1946625733,0.0321693119,0.3091819373,650.134256999,194.255708685,1.585833331,1.5091666977,0.0255152997,-2.88,20,0.3542876144,9.378472201
340,314.5,13.738865,1.8961304333,1.1941739098,0.0324378107,0.3143474276,649.04700646,194.332876891,1.5849999984,1.4733333687,0.0255552529,-2.9345794393,20,0.3539282129,9.382478626
341,844.2631578947,1.765182,1.5751948264,1.1307792308,0.008148148,0.9844702591,582.387808005,66.2565002441,1.7350000143,2.2950000763,0.0212682045,-1.5166666667,12,0.3310573025,9.89965437
342,256.2162162162,3.730113,2.1431903296,1.2429758579,0.0422222221,-0.201520783,670.631942749,196.022003174,1.5940000057,1.8240000248,0.0254264128,-1.5737704918,20,0.3547020853,9.33750019
343,314.5,13.0941552227,1.8986042928,1.1946625733,0.0321693119,0.3091819373,650.134256999,194.255708685,1.585833331,1.5091666977,0.0255152997,-2.88,20,0.3542876144,9.378472201
344,297.7021276596,39.2211378066,5.2237165303,2.2347175461,0.0538263669,-1.4671214634,796.718469568,78.6287086379,1.4028204832,1.4728205571,0.0431140948,-5.731147541,3.6902654867,0.3468104585,7.702402393
345,271.2857142857,39.2211378066,5.2237165303,2.2347175461,0.0538263669,-1.4671214634,796.718469568,78.6287086379,1.4028204832,1.4728205571,0.0431140948,-5.731147541,3.6902654867,0.3468104585,7.702402393
346,420,50.5655965273,5.6125979832,2.7158902535,0.0762998072,-1.6086803222,808.771993001,81.3330239726,1.4023529128,1.4870588686,0.0430998843,-5.5830164766,4.1454046639,0.3462921122,7.650636545
347,302.8,39.2211378066,5.2237165303,2.2347175461,0.0538263669,-1.4671214634,796.718469568,78.6287086379,1.4028204832,1.4728205571,0.0431140948,-5.731147541,3.6902654867,0.3468104585,7.702402393
348,952.4814814815,16.2091845625,2.7110396126,1.355143602,0.0287179488,-1.3872065132,595.781048943,141.811743233,1.3899999857,0.6499999762,0.0199038257,-3.735059761,13.6140350877,0.3154817177,9.294281095
349,244.3,22.1169792676,3.347468638,1.9098558981,0.1321969239,-1.7929028762,732.779096331,88.4719142653,1.4085713966,1.3857143266,0.0409619097,-6,6.5164473684,0.323728919,7.79431225
350,202.4666666667,9.5226215703,11.6243924753,2.2046852051,0.1206794295,-1.8409105724,873.502770996,84.5593879963,1.4039999723,1.2140000105,0.0371451622,-4.693877551,6.625,0.2877107196,7.303333206
351,241.8125,7.2680210645,4.072412617,1.9198336439,0.2140031665,-1.7670049232,723.666660854,80.1893511273,1.4049999714,1.2250000238,0.0410593443,-6,6.5,0.3284115605,7.856349291
352,849.2058823529,13.151992502,2.1389977112,1.2252543572,0.052874133,0.0356362342,546.81596756,84.6397229839,1.6708333492,1.7758333782,0.0168116758,-3.7149758454,9.578125,0.3399555321,9.493576335
353,718.2745098039,2.3830952246,2.9859632243,1.4094494931,0.0323684212,-1.9612549675,564.314819336,135.808264669,1.3899999857,0.6499999762,0.0201132825,-4,14.8,0.2706718047,9.301852162
354,113.3953846154,26.1915917188,1.5796941708,0.6281383807,0.0742867646,-3.948110447,1186.41000732,102.644834258,1.6512000227,1.8211999989,0.0337991805,-5.8682926829,6.645945946,0.2560188907,6.571666671
355,101.6892307692,17.3997151055,2.4033944646,0.8624369295,0.2884709783,-3.676232699,1210.95062595,96.4637808393,1.6016666757,1.9416666561,0.0337396221,-6,5.7945736434,0.279316719,6.311111089
356,392.0338983051,12.9413940313,5.5635886976,2.4352490681,0.186398824,-2.0173063042,656.483331299,85.6355342173,1.4076922765,1.3592308026,0.0461654604,-6,5.2272727273,0.3577264502,8.214444427
357,139.9666666667,51.2828526875,4.64047976,1.4108291029,0.1519025713,-3.1709844342,1257.28968406,92.7689645827,1.4767828268,2.0101960968,0.0356771714,-5.8337531486,7.4275037369,0.2947662969,6.118707477
358,98.3378378378,28.9451356094,2.659775033,0.8993510466,0.1436133863,-3.7917273986,1397.49503435,95.6220146476,1.5069973043,2.624642883,0.0355692555,-6,6.0727272727,0.2835188061,5.62410717
359,125.46875,101.830714557,4.3154199993,2.1975373175,0.2224194377,-2.2146045316,1220.46223998,81.4069074715,1.4070713594,1.8739175729,0.0367445447,-6,4.5197952218,0.2857043905,6.589509175
360,171.8947368421,48.9072179414,5.9311505675,2.7021170237,0.2007552404,-1.9445103137,994.623578753,76.4289104849,1.3379245029,1.400377395,0.0365543625,-5.9683377309,4.5704941861,0.2922853372,7.032086228
361,665.9615384615,0.649968,1.4700000286,1.1100000143,0.0199999996,1.2041200399,544.487787608,66.2565002441,1.727835831,2.0588054148,0.0153039303,-3.5,12,0.353596849,9.45757525
362,170.525,22.483999,4.5650117973,1.8928281055,0.2487867613,-1.7782252827,1238.55809437,92.7107692089,1.5028571401,1.6676190865,0.0292046941,-5.6860465116,6.3133116883,0.2375132863,6.444949496
363,109.4287356322,62.203412,3.0440660011,1.1743526836,0.1711661588,-1.4341092107,1137.33981628,100.016049187,1.5495238153,1.4100000281,0.0287169367,-6,6.4772727273,0.273469051,6.891759223
364,162.6666666667,88.448207,2.6108202356,1.0938043417,0.142866125,-1.3508058669,1079.55814024,102.364518819,1.5045103841,1.4057778041,0.0298276269,-5.8586559533,6.8544045677,0.2899978821,7.159592996
365,199.75,65.489569,3.4008230618,0.9708785714,0.1292266699,-0.4709324316,1100.87622699,109.787119145,1.5623809799,1.4063492105,0.0291816982,-5.5471976401,7.3101123596,0.2783791538,6.826225488
366,95.6857142857,11.666232,5.1489760521,1.7626280452,0.3370750189,-1.9333350033,1184.75253018,101.249583984,1.5908333461,1.5383333564,0.0288315989,-6,6.5,0.256314228,6.553282755
367,61.125,7.462731,2.3194779012,1.0078982731,0.1358723769,-1.9580219858,1139.69444275,101.845202637,1.6975000203,2.0462500379,0.0277640042,-6,6.5,0.2584557299,6.801736068
368,107.5166666667,17.107676,3.8940610166,1.4827582478,0.1634177509,-0.5623475954,1201.50278015,101.674513369,1.6293750331,1.2806250081,0.0277109764,-6,6.5120481928,0.2812597234,6.40666666
369,220.4794871795,54.293593,5.2545328702,0.9562442459,0.1640828079,-0.3294697023,1141.55000444,99.5292311707,1.594717001,1.4522641762,0.0293640544,-5.706405694,6.5206666667,0.2910881418,6.6604546
370,115.6,12.295536,3.7087112323,1.1669413146,0.2440385742,-0.5308225997,1354.63035231,101.655831122,1.6400000254,1.6658333292,0.0262175687,-6,6.5137362637,0.2314161025,5.754487169
371,167.900729927,44.814585,5.2637366687,2.4456272522,0.1183502749,-1.0157714424,1168.11371133,100.930735434,1.5446808566,1.4485106519,0.0302936173,-6,6.5123647604,0.2612151514,6.429134368
372,162.3466666667,26.517806,4.9732555791,2.405159975,0.0789849199,-0.9755328202,1216.5726647,101.231234862,1.5375000111,1.2414285775,0.0307194948,-6,6.50390625,0.2496830179,6.225106855
373,150.15,16.094528,3.8026335382,1.7168509487,0.0717404256,-0.3242332901,1092.45000407,103.17606871,1.468571416,1.3214286012,0.0293351112,-6,6.6307053942,0.2781653423,6.725925979
374,91.26,10.316828,4.6189179037,1.9595362687,0.1465809352,-1.2246778536,1229.2986145,101.566022156,1.5818182122,1.0745454485,0.0286251423,-6,6.503164557,0.2526725665,6.075347232
375,149.3880952381,59.299848,4.4423342787,2.0975741863,0.1071584703,-0.4929894003,1026.35168664,109.377323855,1.3380595406,1.6456666986,0.0299998996,-5.7462039046,7.5024630542,0.2878905532,6.831779628
376,122.95,29.909786,5.412229283,2.5500771272,0.0989662474,-0.7600225248,1088.69350789,98.8488160124,1.3218530047,1.7355172737,0.0293073848,-5.9956989247,6.4283950617,0.2719116108,6.618888867
377,214.4608695652,41.622354,3.1489773331,2.0826419549,0.16580144,-1.9410866437,945.613198853,80.516145788,1.3912499726,1.5062500417,0.0380614846,-5.9705882353,3.9222585925,0.3047763713,7.127847213
378,237.0784615385,42.386911,5.1927132595,2.6624336522,0.2293906519,-1.4708131209,1144.39535451,75.2834158638,1.3967441542,1.6172093569,0.0390364039,-5.8694316436,3.5357142857,0.3227109649,7.304651127
379,248.8085714286,71.257876,2.8524500302,1.976645556,0.1116279149,-1.6907349317,959.342335876,81.2281973533,1.3892537035,1.5246269098,0.0390308918,-5.9638336347,3.9345524543,0.3212043611,7.264749607
380,212.7916666667,49.437621,5.6940689682,2.3267192732,0.3067237577,-1.8774760539,1199.93734936,93.7231150346,1.506170212,1.463404289,0.0295866986,-5.8580814718,6.3203463204,0.2581495691,6.572163107
381,141.5083333333,46.636748,5.7860896568,2.3138967536,0.3123740641,-1.8776559349,1200.46195387,93.5141467495,1.5104444451,1.464000033,0.0297095148,-5.8491620112,6.3179723502,0.2580358921,6.563285006
382,157.393442623,10.194725,5.4286129343,1.8895247967,0.3089307091,-1.357026608,993.225,64.523007728,1.4166666269,1.7666667302,0.0286916692,-6.5443037975,5.6414473684,0.287917985,6.453888816
383,382.75,42.286724,12.79420829,2.3561770786,0.4715350258,-2.0677771935,912.46899556,77.4320069483,1.4319999668,1.7148889462,0.0314435381,-7.0167173252,6.082247557,0.3162468702,7.124160172
384,107.2254901961,9.174689,7.4803277685,2.4851913479,0.4779823102,-2.1206570737,1228.05866157,66.778029188,1.388749972,1.5375000387,0.0288668982,-6,5.5,0.2493668441,6.349382824
385,178.8962962963,6.053216,5.1358031515,2.9973114406,0.0751353552,-1.678021165,1193.3277832,97.8965366198,1.4116666317,1.5616667072,0.0298084459,-6,6.4444444444,0.2893226147,6.296111068
386,149.3481481481,11.984954,7.0709400132,2.4584692983,0.417365389,-1.5505343335,1118.643932,72.5141018577,1.4164285319,1.6892857722,0.0315482042,-6,5.6638418079,0.2816041369,6.75
387,164.9791666667,4.017527,1.7112718675,0.5043142148,0.0191853697,-3.3980102792,1129.16665039,101.138000488,1.617500037,1.0700000078,0.0309090163,-6,6.5,0.2882654108,6.641110992
388,131.12,11.864102,5.8497045897,1.9573418414,0.3417972405,-1.3620275224,1298.08103434,100.919358608,1.4736363454,1.55272732,0.0304487306,-6,6.5,0.2684521404,6.032407442
389,248.125,10.892908,5.2569769067,1.6153733342,0.3834403763,-1.0503194986,1352.47727273,101.580001831,1.5263636329,1.6663636457,0.0281401463,-6,6.5,0.2424924925,5.790404129
390,174.7433333333,32.290496,4.9142612375,2.4789837964,0.0769563019,-0.9635943646,1161.84815267,99.2107540131,1.4927272724,1.2030303262,0.0318476198,-6,6.5371179039,0.2894611965,6.574999974
391,180.0178861789,59.078182,6.0475870455,2.4383299659,0.2466126952,-1.3203816,1144.20309899,90.1546928479,1.4707142689,1.513571472,0.0302488656,-6,6.2903225807,0.2803776178,6.660792366
392,133.4708333333,11.8497,7.146384331,2.3488739335,0.4559551577,-2.0643097923,1281.88888986,102.081015865,1.5609091087,1.1736363823,0.0313071251,-6,6.5641025641,0.2829468076,6.128968211
393,431.2592592593,1.028802,17.0974512194,1.0148039256,0.1120471401,-0.8828644355,887.173534036,87.7957992554,1.69524043,1.9603345912,0.034834886,-5.4117647059,6.3571428571,0.3542152196,8.188368298
394,173.9296875,26.059447,5.3404968908,1.8998892001,0.2754959329,-1.5144354851,1102.26601469,82.3308013678,1.4160713894,1.7053572025,0.0316392856,-6,5.9789473684,0.3022874969,6.817093995
395,115.989516129,71.459504,2.7716605775,1.1143231721,0.1536327296,-1.4221510415,1126.54669897,99.8099864565,1.5428378421,1.4108108379,0.0289253982,-6,6.4739173228,0.279452416,6.955555537
396,477.7714285714,10.319959,4.5927140103,1.3787159817,0.1457144989,-0.6644297379,982.686114502,77.1603806068,1.3944444127,1.6066667173,0.0333619621,-5.4423076923,5.7625899281,0.3202537552,7.476666717
397,267.8458333333,0.239824,1.8030434795,1.0947826168,0.0299999993,-0.0894644183,842.872631786,38.6100006104,1.4113711037,1.9750614575,0.0378378473,-6,4,0.4066662664,8.279780278
398,50.4376623377,6.109571,2.3446128398,0.7720263803,0.084582952,-1.2738386154,1288.92592367,101.793873449,1.6700000286,1.5880000353,0.029964307,-6,6.5,0.2455233216,6.017592557
399,89.3528985507,34.646159,2.9699470942,0.9850161934,0.1415370567,-0.6297437409,1199.27777818,101.974710849,1.5891176743,1.4917647067,0.0280416491,-5.9953183521,6.5,0.2580678753,6.407679793
400,62.764137931,1.324982,5.2870311914,1.9410938202,0.3235166563,-1.6593737104,1330.41832843,102.022003174,1.5953224549,0.8511811519,0.028145146,-6,6.5,0.2702567782,5.787146675
401,71.8615384615,5.039441,5.1556799998,2.1425200428,0.2087970988,-0.8561680912,1284.15740967,101.138000488,1.4174999595,1.8550000489,0.0280594029,-6,6.5,0.2852622544,5.988425827
402,72.4285714286,3.470251,6.1673255126,2.0227907762,0.383985498,-2.410612928,1169.60184733,101.883336086,1.4950000048,1.0750000179,0.0280755884,-6,6.5,0.2461695746,6.282407379
403,104.5606060606,8.798359,5.2712914046,2.2168228909,0.1735693747,-0.9601334723,1132.2583374,97.7969443581,1.5587500334,0.7937499955,0.0320111807,-6,6.6220472441,0.275130555,6.522777824
404,107.3389830508,4.164051,4.0376811382,1.8257246623,0.1374037674,-1.2583032011,1208.3888916,101.906068395,1.5800000429,0.6999999881,0.0311401943,-6,6.5,0.2619630873,6.141666717
405,60,7.221029,2.1787551882,0.7205532713,0.0951041148,-0.2833733014,1233.76189314,101.998111209,1.5987500399,0.8849999979,0.0276365954,-6,6.5,0.2723803855,6.310714176
406,235.7049180328,72.463259,7.6586671184,2.4005524481,0.4856856295,-1.9394351552,1007.57821414,67.6721793667,1.4526388645,1.5897222724,0.0282893774,-6.2142857143,5.7994157741,0.2749733284,6.517214905
407,537.5833333333,1.500937,16.8882785996,8.6959600599,0.1242857183,-3.0536992321,653.661207434,56.3824996948,1.2599999905,1.2000000477,0.0467958659,-0.4565217391,4,0.3678849772,8.747749223
408,95.3416666667,8.713825,4.618881142,2.1712572392,0.2176865287,-1.409134876,1063.2555603,76.8456715175,1.4122221867,1.5555556085,0.0308653602,-6,5.8852459016,0.3163591574,7.229999923
409,174.075,13.298039,4.7386504859,2.2651630178,0.0829248127,-0.4449674613,1060.75793021,105.643273479,1.4374999777,1.3343750201,0.0286142769,-5.8737864078,7.0833333333,0.2850186067,6.781547628
410,408.1,7.383834,6.145810734,2.2419595367,0.3812469689,-2.0031508611,1066.49304962,68.2628859662,1.4216666222,1.8500000636,0.0309281763,-7.4912280702,5.575,0.2532891631,6.32534728
